title,company,description,link,listedOn,email,phone,city,region,salary,runDate,comms
External Communications Manager,ANZ Bank New Zealand Limited,We're seeking an exerienced Communications professional to join our team and take the lead on media relations and queries,https://www.seek.co.nz/job/75714374?type=standout&ref=search-standalone&origin=cardTitle#sol=fade322cb389ef134f3246e0edf63ebe7a02576e,,,,Penrose,Auckland,,9/05/2024,
Trust Administrator,Madison Recruitment Limited,"If you're considering a move to scenic Waitangi, accommodations are available as part of this opportunity.",https://www.seek.co.nz/job/75724814?type=standout&ref=search-standalone&origin=cardTitle#sol=d5aca44a28d5d4856bdce41e7d3724ec2bb159a3,,,,Penrose,Auckland,,9/05/2024,
Business Development Manager,Preston & Blythe,Our client is at the forefront of innovation. Join this pioneering tech startup poised to revolutionize the staffing industry!,https://www.seek.co.nz/job/75719865?type=standout&ref=search-standalone&origin=cardTitle#sol=360e52a842c2c6d4ff7efba98e0edc96a08e45a3,,,,Penrose,Auckland,,9/05/2024,
Assistant Accountant,Find Recruitment Limited,Looking for an experiences Assistant Accountant to cover a team member on extended leave,https://www.seek.co.nz/job/75724500?type=standout&ref=search-standalone&origin=cardTitle#sol=c7ea8ec9069aa9d014e91827e447e424a2e5e35e,,linda.jessen@findrecruitment.co.nz,027 266 4170,Penrose,Auckland,,9/05/2024,
Contract - Commercial Finance Manager: Tech Start up,Hunter Campbell Limited,Join a NZ success story that's taking it's product & service to the globe. Initial 6-month Fixed Term Contract for a strong commercial accountant,https://www.seek.co.nz/job/75711575?type=standout&ref=search-standalone&origin=cardTitle#sol=3369128f3d67ad75aba8b26237f7be4aab6d7df9,,reginam@huntercampbell.co.nz,021 220 8786,Auckland CBD,Auckland,"$76,000 ?�? $87,000 per year",9/05/2024,
Business Executive - Advertising (5),SKY TV,"Are you ready to elevate your career to new heights? We're looking for dynamic, enthusiastic and sales-savvy individuals to join our awesome team!",https://www.seek.co.nz/job/75721700?type=standout&ref=search-standalone&origin=cardTitle#sol=e3dd696325697eca7ea78719b1e58b7de7584978,,jobs@sky.co.nz,,Auckland CBD,Auckland,"$70,000 ?�? $90,000 per year",9/05/2024,
Transformation Programme Director,The Co-operative Bank,"Lead the overall strategic transformation for the Bank across customer, people, products, channels, process and technology.",https://www.seek.co.nz/job/75713488?type=standout&ref=search-standalone&origin=cardTitle#sol=9ee6af1ec423c379d2ce84ca1b36783ddccd4b75,,,,Auckland CBD,Auckland,$90k - $100k p.a. + Health Insurance,9/05/2024,
Regional Market Development Manager,SHOTT Beverages,"This role requires a nuanced individual who has management experience, a proactive attitude and is passionate about our company product and ethos.",https://www.seek.co.nz/job/75716800?type=standout&ref=search-standalone&origin=cardTitle#sol=387790c9519bc9b25979ac687c4ba0a6fda4291f,,,,Auckland CBD,Auckland,Competitive salary + benefits + mob + laptop,9/05/2024,
Training Specialist,Intrahealth Limited,"Successful Health Tech company Opportunity to grow, learn and excel Work from home Access to wellness programs",https://www.seek.co.nz/job/75727511?type=standard&ref=search-standalone&origin=cardTitle#sol=615b7c3a5f2ed3d3f7426ac1fd10f7967970cb88,,,,Auckland CBD,Auckland,"$70,000 ?�? $90,000 per year",9/05/2024,
Stevedoring Shift Manager - Tauranga,ISO Limited,"If you have a keen interest in Port Logistics and want to enjoy a career in an exciting and supportive environment, apply to join our team today!",https://www.seek.co.nz/job/75721931?type=standout&ref=search-standalone&origin=cardTitle#sol=33d8d2a294e7bc308fa3f59ca688d2bc635893ac,,,,Auckland CBD,Auckland,"$75,000 - $80,000",9/05/2024,
"Operations Manager - Water, Waste and Land Drainage",Kaipara District Council,"Lead water, waste and land drainage functions, ensuring alignment with customer, stakeholder and legislative requirements to achieve objectives.",https://www.seek.co.nz/job/75711697?type=standout&ref=search-standalone&origin=cardTitle#sol=09cb0ba6c19870e337295662a72bed3ce178ee17,,careers@kaipara.govt.nz,,Auckland CBD,Auckland,"$70,000 ?�? $85,000 per year",9/05/2024,
Revenue Operations Manager,Shuttlerock Limited,"This role requires a strong understanding of sales operations, a passion for driving results with exceptional analytical and interpersonal skills",https://www.seek.co.nz/job/75721802?type=standout&ref=search-standalone&origin=cardTitle#sol=02cdab5bb721f996a2601c22851270094b4fbd98,,nellie.matthews@shuttlerock.com,,Auckland CBD,Auckland,Competitive base salary + bonus + insurances,9/05/2024,
Legal Secretary/Senior Administrator,E tu Incorporated,We have a great opportunity for an experienced legal secretary to join our organisation - you don't want to miss this!,https://www.seek.co.nz/job/75725594?type=standout&ref=search-standalone&origin=cardTitle#sol=2c8ec1b8f3638267b50ee4740af3bd8986df4da3,,,,Auckland CBD,Auckland,"$70,000 - $92,000",9/05/2024,
Electrican,Washtech Limited,Technical manager - Service,https://www.seek.co.nz/job/75711671?type=standard&ref=search-standalone&origin=cardTitle#sol=8a68b79338fb87222dfc3f7d962fb7270c38c604,,,,Auckland CBD,Auckland,Base + Incentive Scheme + Health & Life Insurances,9/05/2024,
Permanent Assistant Accountant,VinLink Marlborough,"We have an exciting opportunity to join VinLink Marlborough as our full-time Assistant Accountant, working in a fun and dynamic industry.",https://www.seek.co.nz/job/75720210?type=standout&ref=search-standalone&origin=cardTitle#sol=f6a254f1b5a2892106259e4445a24ca03663fea1,,job@vinlink.co.nz,,Auckland CBD,Auckland,,9/05/2024,
Team Leader: Academic Registry,"Otago Polytechnic | Te P??kenga",Lead a team in the administrative operations of our learner journey,https://www.seek.co.nz/job/75719821?type=standout&ref=search-standalone&origin=cardTitle#sol=6f9e942dd18936fda3e728e054aa7620b1faf838,,brayden.murray@op.ac.nz,,Auckland CBD,Auckland,,9/05/2024,
Enterprise Project Manager,Zespri International Limited,Lead key multi-discipline business change projects from concept through to operational handover and review,https://www.seek.co.nz/job/75711716?type=standout&ref=search-standalone&origin=cardTitle#sol=43f493eb335a2843de61182c03f955588a6c90dc,,careers@zespri.com,,Auckland CBD,Auckland,,9/05/2024,
Risk Manager,Suncorp,"Lead the provision of technical & strategic support, advice & coaching to Leaders & their teams to ensure risk management practices are well managed",https://www.seek.co.nz/job/75711892?type=standout&ref=search-standalone&origin=cardTitle#sol=025b19ee273aadccea0f191dda8aa6a3be4319f1,,,,Auckland CBD,Auckland,,9/05/2024,
Project Administrator - Property,HEB Construction Ltd,Provide administration support to the Project Controls & wider Alliance team to ensure the smooth running of the project.,https://www.seek.co.nz/job/75714595?type=standout&ref=search-standalone&origin=cardTitle#sol=a3839442ea797fd345a23de1280c02d92192433c,,,,Auckland CBD,Auckland,,9/05/2024,
"MP Support Advisor for Dana Kirkpatrick, MP",Parliamentary Service,"Work at the heart of your community, in the office of Dana Kirkpatrick, MP.",https://www.seek.co.nz/job/75714675?type=standout&ref=search-standalone&origin=cardTitle#sol=ff98ba9e1d92a0971c1636b6f9772363eb76b1d4,,recruitment@parliament.govt.nz,,Auckland CBD,Auckland,,9/05/2024,
Finance Business Partner,Westland Milk Products,"Great opportunity to progress your finance career and support a key sales division within a large, complex & well-known business.",https://www.seek.co.nz/job/75721055?type=standout&ref=search-standalone&origin=cardTitle#sol=9b2b95d6ce0fdc7f96e33d0fe70c73b8868d76ee,,,,Auckland CBD,Auckland,,9/05/2024,
Territory Manager,Abbott Medical Australia,Great opportunity for a driven sales professional to join a global healthcare leader.,https://www.seek.co.nz/job/75721913?type=standout&ref=search-standalone&origin=cardTitle#sol=c6c92efe34bea213afaf8f1b982dfc89bb045246,,,,Auckland CBD,Auckland,,9/05/2024,
Hazardous Substances Trainee Certifier/Auditor,envirohaz-ltd,"Are you ready to take your career to the next step? Join EnviroHaz - Industry Leaders in Hazardous Substances Compliance, Consultancy, and Training!",https://www.seek.co.nz/job/75721479?type=standard&ref=search-standalone&origin=cardTitle#sol=10b78150672c566f61ed936647ef8429b963843e,,,,Auckland CBD,Auckland,,9/05/2024,
Papua New Guinea,Volunteer Service Abroad (VSA),Bring your BD experience in the academic or research sector and help establish a university business arm.,https://www.seek.co.nz/job/75725411?type=standout&ref=search-standalone&origin=cardTitle#sol=f63213c64d12cff8f3bbb579cb3d84cf9da6f26d,,volunteer@vsa.org.nz,,Auckland CBD,Auckland,,9/05/2024,
Membership Consultant - Les Mills Takapuna,Les Mills New Zealand,"With on-target earnings of between $70,000 - $80,000 and our uncapped commission structure, you?�?ll have every reason to shine and smash targets.",https://www.seek.co.nz/job/75714167?type=standard&ref=search-standalone&origin=cardTitle#sol=a56ea57cde4bdb1c12c840fd00218cf536fcf791,,,,Auckland CBD,Auckland,,9/05/2024,
Financial Controller,Profile Group,Key role in the organisation as it looks to continue growing and establishing further efficiencies within its finance function.,https://www.seek.co.nz/job/75711941?type=standout&ref=search-standalone&origin=cardTitle#sol=0e15a9f803ce601705c03ae2ed3db30c22314333,,,,Auckland CBD,Auckland,,9/05/2024,
Digital Communications Coordinator,Oxfam Aotearoa,"The Digital Communications Coordinator is responsible for OAo?�?s digital communications, including social media and website management.",https://www.seek.co.nz/job/75714317?type=promoted&ref=search-standalone&origin=cardTitle#sol=d74948ee332ffc72b40a69fd7aeef84db51f8e8d,,,,Auckland CBD,Auckland,Competitive base salary + bonus + insurances,9/05/2024,
Territory Manager,BePure Health,Join a leading wellness brand as our Auckland/Northland Territory Manager. Sales experience & passion for the wellness space is a must have.,https://www.seek.co.nz/job/75724821?type=promoted&ref=search-standalone&origin=cardTitle#sol=115cc4d2ae1e9dc31e6c33af6437cacf1cffc27c,,,,Auckland CBD,Auckland,"$70,000 - $92,000",9/05/2024,
Enterprise Project Manager,Zespri International Limited,Lead key multi-discipline business change projects from concept through to operational handover and review,https://www.seek.co.nz/job/75711716?type=standout&ref=search-standalone&origin=cardTitle#sol=0690b48c4d3228cf4fbc946fd965e3862c85a38d,,careers@zespri.com,,Auckland CBD,Auckland,Base + Incentive Scheme + Health & Life Insurances,9/05/2024,
Risk Manager,Suncorp,"Lead the provision of technical & strategic support, advice & coaching to Leaders & their teams to ensure risk management practices are well managed",https://www.seek.co.nz/job/75711892?type=standout&ref=search-standalone&origin=cardTitle#sol=a70f30bc1de5b858f975506d8818b817c578941a,,,,Auckland CBD,Auckland,"$100,000 per year + vehicle",9/05/2024,
Project Administrator - Property,HEB Construction Ltd,Provide administration support to the Project Controls & wider Alliance team to ensure the smooth running of the project.,https://www.seek.co.nz/job/75714595?type=standout&ref=search-standalone&origin=cardTitle#sol=44201342345e713b8b6bf26bc6fabfe8da8ce1f9,,,,Auckland CBD,Auckland,,9/05/2024,
"MP Support Advisor for Dana Kirkpatrick, MP",Parliamentary Service,"Work at the heart of your community, in the office of Dana Kirkpatrick, MP.",https://www.seek.co.nz/job/75714675?type=standout&ref=search-standalone&origin=cardTitle#sol=3a8424f6a02c969a10249de00d0473afc6d53e78,,recruitment@parliament.govt.nz,,Auckland CBD,Auckland,,9/05/2024,
Finance Business Partner,Westland Milk Products,"Great opportunity to progress your finance career and support a key sales division within a large, complex & well-known business.",https://www.seek.co.nz/job/75721055?type=standout&ref=search-standalone&origin=cardTitle#sol=29583e88dbd6d0b83974e8e940c9849f87899bd2,,,,Auckland CBD,Auckland,,9/05/2024,
Territory Manager,Abbott Medical Australia,Great opportunity for a driven sales professional to join a global healthcare leader.,https://www.seek.co.nz/job/75721913?type=standout&ref=search-standalone&origin=cardTitle#sol=20d6ad3f32fbc20bf48d47920d30719d4759238b,,,,Auckland CBD,Auckland,,9/05/2024,
Hazardous Substances Trainee Certifier/Auditor,envirohaz-ltd,"Are you ready to take your career to the next step? Join EnviroHaz - Industry Leaders in Hazardous Substances Compliance, Consultancy, and Training!",https://www.seek.co.nz/job/75721479?type=standard&ref=search-standalone&origin=cardTitle#sol=2094e067213ef43e47bfa08adef55ae9a2fe4137,,,,Auckland CBD,Auckland,,9/05/2024,
Papua New Guinea,Volunteer Service Abroad (VSA),Bring your BD experience in the academic or research sector and help establish a university business arm.,https://www.seek.co.nz/job/75725411?type=standout&ref=search-standalone&origin=cardTitle#sol=03a40e45812af7d591848679ae027adb98a30310,,volunteer@vsa.org.nz,,Auckland CBD,Auckland,,9/05/2024,
Membership Consultant - Les Mills Takapuna,Les Mills New Zealand,"With on-target earnings of between $70,000 - $80,000 and our uncapped commission structure, you?�?ll have every reason to shine and smash targets.",https://www.seek.co.nz/job/75714167?type=standard&ref=search-standalone&origin=cardTitle#sol=0706d9d5d5429e9730fdee5b16610aea8d24c899,,,,Auckland CBD,Auckland,,9/05/2024,
Financial Controller,Profile Group,Key role in the organisation as it looks to continue growing and establishing further efficiencies within its finance function.,https://www.seek.co.nz/job/75711941?type=standout&ref=search-standalone&origin=cardTitle#sol=abf6a39bab5659d51a6090c119422ac61df4d483,,,,Auckland CBD,Auckland,,9/05/2024,
Estimator,Generation Homes,"In the role of Estimator, you will manage the quantification, estimation & job costing based tasks in all production processes.",https://www.seek.co.nz/job/75713983?type=standout&ref=search-standalone&origin=cardTitle#sol=bedcf79fcd2f778ba5f122836ffba80a43149744,,,,Auckland CBD,Auckland,,9/05/2024,
Claims Manager,Chubb Life,Apply now and set out on an exciting career journey as our Claims Manager!,https://www.seek.co.nz/job/75713413?type=standout&ref=search-standalone&origin=cardTitle#sol=bbcbae5adf492259cc4a5a04015c79a15ec5c7f1,,,,Auckland CBD,Auckland,,9/05/2024,
Linux Systems Administrator,Global-Pix.com Ltd,"Seeking a tech-savvy, details orientated problem solver with the knack for keeping systems running smoothly.",https://www.seek.co.nz/job/75713627?type=standard&ref=search-standalone&origin=cardTitle#sol=f50487617981effb07f1b6a8848a5e03552d1943,,,,Auckland CBD,Auckland,,9/05/2024,
